Rpeaks,type,sampling_rate
591771,/,290
592058,/,287
592352,/,294
592644,/,292
592942,/,298
593256,/,314
593565,/,309
593857,/,292
594145,/,288
594433,/,288
594730,/,297
595029,/,299
595333,/,304
595650,/,317
595950,/,300
596235,/,285
596523,/,288
596811,/,288
597113,/,302
597419,/,306
597720,/,301
598033,/,313
598326,/,293
598609,/,283
598899,/,290
599196,/,297
599509,/,313
599814,f,305
600114,/,300
600418,/,304
600704,/,286
600984,/,280
601275,/,291
601581,/,306
601891,/,310
602194,/,303
602492,/,298
602789,/,297
603094,/,305
603362,/,268
603662,/,300
603975,/,313
604284,/,309
604579,/,295
604872,/,293
605164,/,292
605451,/,287
605745,/,294
606050,/,305
606364,f,314
606669,f,305
606957,/,288
607250,/,293
607546,/,296
607837,/,291
608140,/,303
608447,/,307
608756,/,309
609050,/,294
609332,/,282
609627,/,295
609924,f,297
610218,N,294
610528,f,310
610831,f,303
611136,/,305
611423,/,287
611705,/,282
612005,/,300
612307,/,302
612609,/,302
612915,/,306
613215,/,300
613510,/,295
613794,/,284
614079,/,285
614387,f,308
614695,/,308
614999,/,304
615301,/,302
615594,/,293
615888,/,294
616173,/,285
616466,/,293
616780,/,314
617087,/,307
617382,/,295
617675,/,293
617967,/,292
618257,/,290
618548,/,291
618854,/,306
619169,/,315
619472,/,303
619766,/,294
620053,/,287
620368,/,315
620637,/,269
620931,/,294
621244,/,313
621554,/,310
621850,/,296
622141,/,291
622428,/,287
622727,/,299
623024,/,297
623323,/,299
623641,f,318
623949,f,308
624237,f,288
624520,f,283
624807,/,287
625108,/,301
625409,/,301
625710,/,301
626027,/,317
626324,/,297
626607,/,283
626895,/,288
627188,/,293
627495,/,307
627801,/,306
628103,/,302
628410,f,307
628698,f,288
628978,/,280
629267,/,289
629568,/,301
629880,/,312
630186,/,306
630488,/,302
630785,/,297
631072,/,287
631358,/,286
631652,/,294
631964,/,312
632275,/,311
632572,f,297
632868,f,296
633161,/,293
633445,/,284
633736,/,291
634040,/,304
634354,/,314
634660,/,306
634952,/,292
635247,/,295
635537,/,290
635824,/,287
636128,/,304
636435,/,307
636746,f,311
637043,f,297
637326,/,283
637621,/,295
637914,/,293
638211,/,297
638520,/,309
638828,/,308
639136,/,308
639424,/,288
639706,/,282
640006,/,300
640304,/,298
640603,f,299
640911,/,308
641214,/,303
641512,/,298
641795,/,283
642081,/,286
642389,/,308
642695,/,306
642996,/,301
643301,/,305
643597,/,296
643888,/,291
644172,/,284
644463,f,291
644775,f,312
645082,/,307
645411,/,329
645678,/,267
645971,/,293
646261,/,290
646551,/,290
646853,/,302
647167,/,314
647472,/,305
647768,/,296
648056,/,288
648351,f,295
648640,f,289
648931,/,291
649244,/,313
649553,/,309
649852,/,299
