Rpeaks,type,sampling_rate
606720,/,305
607015,/,295
607309,/,294
607616,/,307
607931,/,315
608253,/,322
608563,/,310
608862,/,299
609158,/,296
609464,/,306
609771,/,307
610082,/,311
610396,/,314
610703,/,307
611006,/,303
611304,/,298
611601,/,297
611904,/,303
612231,/,327
612548,/,317
612853,/,305
613152,/,299
613447,/,295
613748,/,301
614055,/,307
614369,/,314
614681,/,312
615000,/,319
615299,/,299
615590,/,291
615890,/,300
616195,/,305
616515,/,320
616837,/,322
617147,/,310
617444,/,297
617745,/,301
618043,/,298
618346,/,303
618657,/,311
618886,V,229
619177,/,291
619487,/,310
619781,/,294
620074,/,293
620378,/,304
620698,/,320
621018,/,320
621326,/,308
621633,/,307
621929,/,296
622228,/,299
622526,/,298
622833,/,307
623062,V,229
623367,/,305
623675,/,308
623968,/,293
624266,/,298
624563,/,297
624874,/,311
625192,/,318
625425,V,233
625710,/,285
626018,/,308
626314,/,296
626609,/,295
626909,/,300
627223,/,314
627542,/,319
627772,V,230
628055,/,283
628353,/,298
628651,/,298
628957,/,306
629267,/,310
629580,/,313
629893,/,313
630199,/,306
630501,/,302
630796,/,295
631091,/,295
631400,/,309
631726,/,326
632043,/,317
632346,/,303
632599,V,253
632871,/,272
633173,/,302
633480,/,307
633792,/,312
634105,/,313
634426,/,321
634724,/,298
635015,/,291
635313,/,298
635616,/,303
635936,/,320
636185,V,249
636476,/,291
636775,/,299
637078,/,303
637375,/,297
637673,/,298
637984,/,311
638298,/,314
638615,/,317
638925,/,310
639220,/,295
639511,/,291
639818,/,307
640133,/,315
640449,/,316
640759,/,310
641064,/,305
641365,/,301
641665,/,300
641962,/,297
642266,/,304
642591,/,325
642906,/,315
643210,/,304
643505,/,295
643802,/,297
644104,/,302
644421,/,317
644737,/,316
645045,/,308
645358,/,313
645656,/,298
645949,/,293
646161,V,212
646445,/,284
646757,/,312
647078,/,321
647390,/,312
647624,V,234
647895,/,271
648200,/,305
648503,/,303
648815,/,312
649129,/,314
649441,/,312
649748,/,307
